2022-10-27 20:12:18.150 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.weiho.scaffold.system.service.impl.UserServiceImplTest], using SpringBootContextLoader
2022-10-27 20:15:52.057 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.137.128:5672]
2022-10-27 20:15:52.134 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#62c53685:0/SimpleConnection@684bfba9 [delegate=amqp://admin@192.168.137.128:5672/, localPort= 2518]
2022-10-27 20:15:52.202 [main] INFO  c.w.s.system.service.impl.UserServiceImplTest - Started UserServiceImplTest in 12.082 seconds (JVM running for 13.608)
2022-10-27 20:15:52.694 [main] DEBUG c.w.scaffold.system.mapper.UserMapper.selectList - ==>  Preparing: SELECT id,avatar_id,username,password,sex,email,phone,enabled,last_pass_reset_time,create_time,update_time,is_del FROM user WHERE is_del=0 AND (username = ? AND is_del = ?)
2022-10-27 20:15:52.714 [main] DEBUG c.w.scaffold.system.mapper.UserMapper.selectList - ==> Parameters: root(String), 0(Integer)
2022-10-27 20:15:52.766 [main] DEBUG c.w.scaffold.system.mapper.UserMapper.selectList - <==      Total: 1
2022-10-27 20:15:52.792 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2022-10-27 20:15:53.193 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2022-10-27 20:15:53.397 [SpringApplicationShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is already stopped
2022-10-27 20:15:53.398 [SpringApplicationShutdownHook] INFO  c.w.s.common.util.spring.SpringContextHolder - SpringContextHolder -> [清除SpringContextHolder中的ApplicationContext:org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@724bade8, started on Thu Oct 27 20:15:40 GMT+08:00 2022]
2022-10-27 20:15:53.426 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2022-10-27 20:15:53.437 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
